0	0
77	1
77	2
81	3
83	4
89	5
124	6
126	7
128	8
131	9
141	10
144	11
149	12
152	13
164	14
168	15
172	16
177	17
180	18
185	19
192	20
196	21
200	22
205	23
209	24
216	25
221	26
225	27
229	28
235	29
239	30
244	31
251	32
255	33
259	34
263	35
269	36
275	37
279	38
296	39
308	40
313	41
338	42
345	43
348	44
358	45
363	46
366	47
370	48
373	49
378	50
382	51
386	52
394	53
398	54
406	55
410	56
420	57
425	58
441	59
450	60
457	61
462	62
468	63
473	64
479	65
485	66
491	67
497	68
509	69
515	70
525	71
532	72
539	73
546	74
553	75
560	76
567	77
579	78
591	79
608	80
620	81
632	82
644	83
658	84
670	85
683	86
695	87
707	88
722	89
737	90
752	91
764	92
780	93
797	94
809	95
818	96
831	97
844	98
855	99
868	100
881	101
993	102
1025	103
1048	104
1060	105
1073	106
1111	107
1145	108
1157	109
1170	110
1183	111
1195	112
1213	113
1228	114
1240	115
1252	116
1264	117
1279	118
1291	119
1308	120
1339	121
1351	122
1363	123
1388	124
1626	125
1978	126
2005	127
2016	128
2023	129
2036	130
2077	131
2117	132
2127	133
2137	134
2146	135
2165	136
2189	137
2388	138
2663	139
2687	140
2719	141
2760	142
2779	143
2810	144
2840	145
2850	146
2858	147
2868	148
2878	149
2888	150
2897	151
2917	152
2940	153
3008	154
3016	155
3027	156
3038	157
3046	158
3081	159
3130	160
3143	161
3164	162
3176	163
3186	164
3209	165
3232	166
3262	167
3272	168
3321	169
3331	170
3353	171
3434	172
3455	173
3472	174
3493	175
3508	176
3554	177
3565	178
3575	179
3584	180
3640	181
3660	182
3686	183
3705	184
3722	185
3742	186
3749	187
3760	188
3801	189
3812	190
3841	191
3851	192
3892	193
3911	194
3930	195
3975	196
3995	197
4037	198
4047	199
4077	200
4109	201
4141	202
4161	203
4191	204
4225	205
4279	206
4300	207
4337	208
4355	209
4376	210
4416	211
4426	212
4457	213
4468	214
4478	215
4488	216
4498	217
4510	218
4531	219
4541	220
4552	221
4559	222
4569	223
4579	224
4589	225
4600	226
4611	227
4631	228
4642	229
4663	230
4672	231
4693	232
4705	233
4713	234
4724	235
4733	236
4743	237
4764	238
4774	239
4784	240
4794	241
4807	242
4828	243
4858	244
4868	245
4888	246
4917	247
4938	248
4948	249
4979	250
5004	251
5015	252
5036	253
5057	254
5077	255
5112	256
5125	257
5146	258
5167	259
5189	260
5251	261
5262	262
5283	263
5351	264
5362	265
5392	266
5425	267
5444	268
5467	269
5484	270
5492	271
5520	272
5528	273
5576	274
5657	275
5669	276
5677	277
5684	278
5697	279
5725	280
5733	281
5748	282
5753	283
5768	284
5775	285
5799	286
5807	287
5831	288
5838	289
5862	290
5876	291
5898	292
5916	293
5930	294
5947	295
5960	296
5968	297
5986	298
5996	299
6021	300
6029	301
6054	302
6072	303
6090	304
6110	305
6210	306
6246	307
6255	308
6263	309
6283	310
6304	311
6324	312
6353	313
6362	314
6380	315
6399	316
6410	317
6433	318
6460	319
6486	320
6505	321
6524	322
6542	323
6562	324
6580	325
6601	326
6613	327
6622	328
6639	329
6649	330
6659	331
6671	332
6688	333
6698	334
6710	335
6721	336
6731	337
6751	338
6761	339
6804	340
6815	341
6826	342
6848	343
6889	344
6901	345
6915	346
6936	347
6956	348
6979	349
7002	350
7039	351
7049	352
7069	353
7109	354
7120	355
7162	356
7173	357
7194	358
7205	359
7240	360
7261	361
7271	362
7320	363
7330	364
7341	365
7373	366
7383	367
7416	368
7428	369
7450	370
7482	371
7494	372
7525	373
7555	374
7576	375
7597	376
7624	377
7644	378
7664	379
7686	380
7708	381
7813	382
7850	383
7868	384
7878	385
7934	386
7944	387
7987	388
8031	389
8049	390
8080	391
8097	392
8112	393
8130	394
8149	395
8170	396
8180	397
8199	398
8221	399
8335	400
8344	401
8368	402
8420	403
8429	404
8439	405
8499	406
8511	407
8549	408
8559	409
8570	410
8593	411
8634	412
8662	413
8680	414
8724	415
8734	416
8765	417
8775	418
8799	419
8813	420
8822	421
8831	422
8849	423
8871	424
8877	425
8891	426
8914	427
8921	428
8939	429
8955	430
8963	431
8983	432
8997	433
9005	434
9030	435
9044	436
9054	437
9066	438
9080	439
9095	440
9134	441
9154	442
9169	443
9192	444
9207	445
9231	446
9257	447
9279	448
9320	449
9338	450
9349	451
9359	452
9383	453
9392	454
9404	455
9415	456
9434	457
9443	458
9453	459
9460	460
9472	461
9481	462
9509	463
9522	464
9545	465
9557	466
9569	467
9580	468
9594	469
9644	470
9663	471
9671	472
9681	473
9705	474
9745	475
9764	476
9775	477
9830	478
9841	479
9860	480
9878	481
9911	482
9922	483
9952	484
9963	485
9983	486
10023	487
10032	488
10060	489
10080	490
10099	491
10122	492
10146	493
10175	494
10185	495
10211	496
10233	497
10422	498
10442	499
10452	500
10469	501
10509	502
10540	503
10550	504
10569	505
10579	506
10600	507
10639	508
10672	509
10681	510
10699	511
10709	512
10742	513
10752	514
10782	515
10801	516
10813	517
